method_id,evidence_role,fold_id,condition,score_sha256,heldout_pair_micro_f1,overall_pair_micro_f1,seen_pair_micro_f1,heldout_pair_precision,heldout_pair_recall,heldout_presence_f1,heldout_presence_ap,oracle_gated_sentiment_set_micro_f1,maximum_sentiments_per_selected_aspect,aspect_call_rate,selected_aspect_instances,test_contract_count
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a03,D,87a4a464b022b8618a0814fb7e212b88d96ee2402b046cc594614e57a95047ca,0.5334821428571429,0.5945057525240667,0.6107641986321737,0.48282828282828283,0.5960099750623441,0.5803571428571429,0.5043606425847772,0.885286783042394,1,0.18929359823399558,2401,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a03,N,cf2366fee4b228906fc6a354bec9ceafdce6fbc8ccb9287566b8bdddf5876326,0.48700410396716826,0.5886663409868099,0.6107641986321737,0.5393939393939394,0.44389027431421446,0.533515731874145,0.5430493647006446,0.8653366583541147,1,0.17628508356985179,2236,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a03,D,1c858d0b07dde97e29099b3798a02a1e22641e749f1fd973c46648fcb91cdf7c,0.5612968591691996,0.5917421064252595,0.6002258610954263,0.4726962457337884,0.6907730673316709,0.5977710233029382,0.49081530762810033,0.885286783042394,1,0.21058025859350363,2671,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a03,N,d42453902731400a04006e0e3eeadda772c3788bda328cdd2d219394b59a1f51,0.5007153075822603,0.583824569676963,0.6002258610954263,0.587248322147651,0.43640897755610975,0.5264663805436338,0.5654454989992663,0.8653366583541147,1,0.18787448754336172,2383,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a04,D,4925f1c97fcff760d449abf5765678d83f647c6a6f17f98885f4ced54a6ede20,0.36363636363636365,0.5913757700205339,0.5936851809172621,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.5671815510462378,0.6363636363636364,2,0.19252601702932828,2442,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a04,N,5bf32ab499d5da1d3fd8e968fe94858dbd27bfd3e8f7cd390f5611bf91ed6924,0.45714285714285713,0.5925925925925926,0.5936851809172621,0.6153846153846154,0.36363636363636365,0.5294117647058824,0.6388639664595439,0.6666666666666666,2,0.19173762220119836,2432,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a04,D,5de5cd08e21e271e117a88c9d3f38b92c0a5ee68b0bb77c18efcad8131e17c61,0.391304347826087,0.5946910550970332,0.5967996393959882,0.375,0.4090909090909091,0.6956521739130435,0.5698382281486816,0.6363636363636364,2,0.20025228634500158,2540,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a04,N,0c388df8bcd859f0285cf77ecbd4907bd19a9e77956d3e1c167b5955b34af1e0,0.55,0.5963815054724145,0.5967996393959882,0.6111111111111112,0.5,0.6666666666666666,0.6738436332573925,0.6666666666666666,2,0.19970040996531063,2533,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a04,D,990a453a9090ff291e46691a8482e9e1781b0f6165156c6fe0d943b9648559ac,0.41379310344827586,0.5633663366336633,0.5655449522852838,0.3333333333333333,0.5454545454545454,0.6666666666666666,0.5426786940771874,0.6363636363636364,2,0.16729738252917062,2122,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a04,N,b0a54b20b107a635efdac7c5f01ac4ed20ed5f584f6132d38e42dcb31de420b1,0.4,0.5641025641025641,0.5655449522852838,0.5384615384615384,0.3181818181818182,0.5882352941176471,0.6794849965830073,0.6666666666666666,2,0.16548407442447177,2099,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a05,D,86cf50f3556559f866ab6f774e7437531a8fe858fe5f335180b2ab211a20527f,0.425,0.5875542691751086,0.594079277471149,0.8095238095238095,0.288135593220339,0.425,0.5264413017188104,0.9152542372881356,1,0.1803847366761274,2288,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a05,N,cfce07c16c2aad07dabe1bec923c2f31ff8190cbd9c30ffc616193d818ac2c89,0.45569620253164556,0.5888030888030888,0.594079277471149,0.9,0.3050847457627119,0.45569620253164556,0.6423670043026631,0.923728813559322,1,0.18022705771050143,2286,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a05,D,86cf50f3556559f866ab6f774e7437531a8fe858fe5f335180b2ab211a20527f,0.425,0.5875542691751086,0.594079277471149,0.8095238095238095,0.288135593220339,0.425,0.5264413017188104,0.9152542372881356,1,0.1803847366761274,2288,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a05,N,cfce07c16c2aad07dabe1bec923c2f31ff8190cbd9c30ffc616193d818ac2c89,0.45569620253164556,0.5888030888030888,0.594079277471149,0.9,0.3050847457627119,0.45569620253164556,0.6423670043026631,0.923728813559322,1,0.18022705771050143,2286,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a05,D,e5f4a84a3a458a263607bd51fa65da116d3bde6aa0d73824ac60084692148b00,0.4444444444444444,0.5718592964824121,0.5772655840754322,0.8181818181818182,0.3050847457627119,0.4444444444444444,0.5819747386592108,0.9152542372881356,1,0.16729738252917062,2122,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a05,N,7fa47d4d5ea2b56e4eb6f368a5292d92b454ce6508fbaa1ad4bafc526efdc601,0.445859872611465,0.5720754716981132,0.5772655840754322,0.8974358974358975,0.2966101694915254,0.445859872611465,0.6365452244286667,0.923728813559322,1,0.16690318511510566,2117,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a06,D,0d9265dc951f42f06ab776c350931c8bd1dcdb6fce0de092763ce79170080748,0.604012671594509,0.5834088848594742,0.5777777777777777,0.6085106382978723,0.59958071278826,0.6695095948827292,0.6447563570299236,0.8465608465608465,1,0.2013560391043835,2554,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a06,N,e50bbbfede67b451c2f74ad6d6e15b69d4ef43160399b2abd6f1017826170eb9,0.34796747967479674,0.5431372549019607,0.5777777777777777,0.7753623188405797,0.22431865828092243,0.3795379537953795,0.6890430668436317,0.8592592592592593,1,0.17518133081046988,2222,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a06,D,0d9265dc951f42f06ab776c350931c8bd1dcdb6fce0de092763ce79170080748,0.604012671594509,0.5834088848594742,0.5777777777777777,0.6085106382978723,0.59958071278826,0.6695095948827292,0.6447563570299236,0.8465608465608465,1,0.2013560391043835,2554,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a06,N,e50bbbfede67b451c2f74ad6d6e15b69d4ef43160399b2abd6f1017826170eb9,0.34796747967479674,0.5431372549019607,0.5777777777777777,0.7753623188405797,0.22431865828092243,0.3795379537953795,0.6890430668436317,0.8592592592592593,1,0.17518133081046988,2222,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a06,D,046090d46d26968c3ce9667d756e8ebf5afa0be0a45c1afb7f7711caee71e3fc,0.7080213903743315,0.5660759493670886,0.5220563847429519,0.722707423580786,0.6939203354297694,0.8120950323974082,0.8043709722534582,0.8465608465608465,1,0.16493219804478082,2092,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a06,N,10792d7ba8c8d44cd73c54c4204962360aaf6006e568a18459105a4475f587ae,0.7128953771289538,0.5629397967161845,0.5220563847429519,0.8492753623188406,0.6142557651991615,0.8044280442804428,0.9076150844660285,0.8592592592592593,1,0.15602333648691263,1979,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a07,D,8da39f2c9fcb8ce2d07423165d56d39f1ad9ebedad81e2544a2abf9d3202bc92,0.598404255319149,0.5928603705377316,0.5917256396298313,0.5421686746987951,0.6676557863501483,0.6283422459893048,0.5394009257037732,0.9228486646884273,2,0.20159255755282246,2557,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a07,N,2fa762f02c0559991789f2d27f9ad93c11632e10af4796a7b8d111b6ec360740,0.5937106918238994,0.5920787648243455,0.5917256396298313,0.5152838427947598,0.7002967359050445,0.6254728877679697,0.519839142484953,0.9226190476190477,2,0.20514033427940712,2602,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a07,D,8da39f2c9fcb8ce2d07423165d56d39f1ad9ebedad81e2544a2abf9d3202bc92,0.598404255319149,0.5928603705377316,0.5917256396298313,0.5421686746987951,0.6676557863501483,0.6283422459893048,0.5394009257037732,0.9228486646884273,2,0.20159255755282246,2557,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a07,N,2fa762f02c0559991789f2d27f9ad93c11632e10af4796a7b8d111b6ec360740,0.5937106918238994,0.5920787648243455,0.5917256396298313,0.5152838427947598,0.7002967359050445,0.6254728877679697,0.519839142484953,0.9226190476190477,2,0.20514033427940712,2602,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a07,D,b75089deb19aa8cad5ac4553b3287bdd1b5d1a813586474d6866a645a9c16d8a,0.5728643216080402,0.5869409232241091,0.5902511078286559,0.49673202614379086,0.6765578635014837,0.6060606060606061,0.5608483388567067,0.9228486646884273,2,0.18267108167770418,2317,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a07,N,a442a64a8f921ff75b9657d4d5ec8ce51a9e872dfb8d4e2bdd1fca857de20058,0.549618320610687,0.5815899581589958,0.5902511078286559,0.43448275862068964,0.7477744807121661,0.5842450765864332,0.49529060215635845,0.9226190476190477,2,0.1922894985808893,2439,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a08,D,72e3b573c086ce216dea64cf674e4bf7925f3daa60635308460ad302dad54409,0.594059405940594,0.5974088291746641,0.5975794251134644,0.7894736842105263,0.47619047619047616,0.6268656716417911,0.7023284071838233,0.9322709163346613,2,0.1816461684011353,2304,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a08,N,98d2d875586f94b097675427f84fc3498ea0aa1d6c5f3eabd053efb410e4a0ab,0.45614035087719296,0.5917331399564902,0.5975794251134644,0.8666666666666667,0.30952380952380953,0.4588235294117647,0.7028788084020714,0.9047619047619048,2,0.1792021444339325,2273,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a08,D,72e3b573c086ce216dea64cf674e4bf7925f3daa60635308460ad302dad54409,0.594059405940594,0.5974088291746641,0.5975794251134644,0.7894736842105263,0.47619047619047616,0.6268656716417911,0.7023284071838233,0.9322709163346613,2,0.1816461684011353,2304,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a08,N,98d2d875586f94b097675427f84fc3498ea0aa1d6c5f3eabd053efb410e4a0ab,0.45614035087719296,0.5917331399564902,0.5975794251134644,0.8666666666666667,0.30952380952380953,0.4588235294117647,0.7028788084020714,0.9047619047619048,2,0.1792021444339325,2273,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a08,D,6202c8b04c014612b09c36419c1ca6fdf8c9f2e9852b31f3498b14ca31d08b53,0.6347826086956522,0.6001481847369721,0.5980623199790521,0.7019230769230769,0.5793650793650794,0.6724890829694323,0.6683225293010276,0.9322709163346613,2,0.17210659098076317,2183,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a08,N,fd830f81ca1acfdd17bb3e2ac9208c7d90144904bf27f55776fd2f3dabaf4a8c,0.5876288659793815,0.5975579367057064,0.5980623199790521,0.8382352941176471,0.4523809523809524,0.6217616580310881,0.7432858706396678,0.9047619047619048,2,0.16926836959949543,2147,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a09,D,c2d5fbc529017c34e1d2fad2a12c43cf3e42c71c4cd0df1689a8d7812b284afb,0.7586206896551724,0.6005760921747479,0.5994682136814117,0.6875,0.8461538461538461,0.7586206896551724,0.5918443844291302,0.9230769230769231,1,0.18196152633238727,2308,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a09,N,527b78e0974af95d2ada0b16b4bc61065509eae09d6068cb48120152d8da1d78,0.5142857142857142,0.5987535953978907,0.5994682136814117,0.4090909090909091,0.6923076923076923,0.5142857142857142,0.3668371817307988,0.9230769230769231,1,0.1824345632292652,2314,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a09,D,c2d5fbc529017c34e1d2fad2a12c43cf3e42c71c4cd0df1689a8d7812b284afb,0.7586206896551724,0.6005760921747479,0.5994682136814117,0.6875,0.8461538461538461,0.7586206896551724,0.5918443844291302,0.9230769230769231,1,0.18196152633238727,2308,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a09,N,527b78e0974af95d2ada0b16b4bc61065509eae09d6068cb48120152d8da1d78,0.5142857142857142,0.5987535953978907,0.5994682136814117,0.4090909090909091,0.6923076923076923,0.5142857142857142,0.3668371817307988,0.9230769230769231,1,0.1824345632292652,2314,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a09,D,0e0d3934397badc98e4c7d862e019ed7518b6cd0be91f0bcfaf2e3f0c36b2cdf,0.6896551724137931,0.598019801980198,0.5973572675143356,0.625,0.7692307692307693,0.6896551724137931,0.5565006939230541,0.9230769230769231,1,0.17202775149795016,2182,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a09,N,5ebe419ee01c02db04090426e613d21b7e709c05318b0d10369d53bf96f4b545,0.72,0.5981169474727452,0.5973572675143356,0.75,0.6923076923076923,0.72,0.7079056237879766,0.9230769230769231,1,0.1717123935666982,2178,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a10,D,2cc64a67e8bda73d87ecba823bcfb36ac5c51db54a55e79e795cb158cdcdc851,0.4,0.5973358261276,0.6001422137947381,0.2857142857142857,0.6666666666666666,0.4406779661016949,0.28667812593571124,0.9444444444444444,2,0.1836959949542731,2330,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a10,N,c2c8d9ceda8f2919da30e68c3b33e0da154d320c69c575f55513fadd5b193537,0.3333333333333333,0.597140848371221,0.6001422137947381,0.26666666666666666,0.4444444444444444,0.391304347826087,0.2797728443113812,0.9444444444444444,2,0.18267108167770418,2317,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a10,D,2cc64a67e8bda73d87ecba823bcfb36ac5c51db54a55e79e795cb158cdcdc851,0.4,0.5973358261276,0.6001422137947381,0.2857142857142857,0.6666666666666666,0.4406779661016949,0.28667812593571124,0.9444444444444444,2,0.1836959949542731,2330,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a10,N,c2c8d9ceda8f2919da30e68c3b33e0da154d320c69c575f55513fadd5b193537,0.3333333333333333,0.597140848371221,0.6001422137947381,0.26666666666666666,0.4444444444444444,0.391304347826087,0.2797728443113812,0.9444444444444444,2,0.18267108167770418,2317,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a10,D,6b1e133507fee9b45b3119d74dda83a95fefb072bdd6b57f847664a2e2d39893,0.2978723404255319,0.5410010649627263,0.5459682677678765,0.18421052631578946,0.7777777777777778,0.3225806451612903,0.20030506123341074,0.9444444444444444,2,0.21184169031851152,2687,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a10,N,bfacf68b937c222ada0636df10b755fb343beb55aca52ee2c21d9c6d1e9aea56,0.5769230769230769,0.546314205888674,0.5459682677678765,0.4411764705882353,0.8333333333333334,0.6274509803921569,0.5294912021656207,0.9444444444444444,2,0.2085304320403658,2645,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a11,D,9c8d49a115bf2d7d7a3e35dbf5116a0218bee6f138979a2eb12a45a9643dfc98,0.44285714285714284,0.5987595419847328,0.6041461006910168,0.34831460674157305,0.6078431372549019,0.5142857142857142,0.3430801912605611,0.8823529411764706,2,0.18345947650583413,2327,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a11,N,ee6203d1851f3ccf18c2546995ae05d41e3aa594d4c2a80df9e35b48cce0e604,0.3971631205673759,0.5971857858335321,0.6041461006910168,0.3111111111111111,0.5490196078431373,0.4397163120567376,0.2990695755973777,0.9019607843137255,2,0.18353831598864712,2328,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a11,D,9c8d49a115bf2d7d7a3e35dbf5116a0218bee6f138979a2eb12a45a9643dfc98,0.44285714285714284,0.5987595419847328,0.6041461006910168,0.34831460674157305,0.6078431372549019,0.5142857142857142,0.3430801912605611,0.8823529411764706,2,0.18345947650583413,2327,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a11,N,ee6203d1851f3ccf18c2546995ae05d41e3aa594d4c2a80df9e35b48cce0e604,0.3971631205673759,0.5971857858335321,0.6041461006910168,0.3111111111111111,0.5490196078431373,0.4397163120567376,0.2990695755973777,0.9019607843137255,2,0.18353831598864712,2328,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a11,D,d8504ce0c46e2b025dfd87f1999c89a8000ecb1c76d605f1c1cfca57d1809ba7,0.3973509933774834,0.5684157670097916,0.5751565762004175,0.3,0.5882352941176471,0.4370860927152318,0.28438789012289845,0.8823529411764706,2,0.16713970356354463,2120,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a11,N,24db8c46f1303b73adf408f95ec2091b39b834b28633c8f734bd610b3ee7535e,0.389937106918239,0.5677774993735906,0.5751565762004175,0.28703703703703703,0.6078431372549019,0.41509433962264153,0.2791138681969386,0.9019607843137255,2,0.16777041942604856,2128,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a12,D,23f57976b118decf9d10f6b4bb2894a8e8b081d6f9439cb9f09b60889a82ef45,0.652542372881356,0.5901872481630718,0.5864925935224705,0.7129629629629629,0.6015625,0.6923076923076923,0.6419482585355576,0.9420849420849421,2,0.18251340271207822,2315,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,l2-a12,N,748a40d9ab438a2f4e3d6dd021dc75ca99553c409ca09b0ef1dadb3345cead03,0.6363636363636364,0.5895926536378621,0.5864925935224705,0.6176470588235294,0.65625,0.6896551724137931,0.617519094196927,0.9343629343629344,2,0.18464206874802902,2342,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a12,D,23f57976b118decf9d10f6b4bb2894a8e8b081d6f9439cb9f09b60889a82ef45,0.652542372881356,0.5901872481630718,0.5864925935224705,0.7129629629629629,0.6015625,0.6923076923076923,0.6419482585355576,0.9420849420849421,2,0.18251340271207822,2315,0
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,l2-a12,N,748a40d9ab438a2f4e3d6dd021dc75ca99553c409ca09b0ef1dadb3345cead03,0.6363636363636364,0.5895926536378621,0.5864925935224705,0.6176470588235294,0.65625,0.6896551724137931,0.617519094196927,0.9343629343629344,2,0.18464206874802902,2342,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a12,D,55a1ce29719134a8051a7774be9b57aa0a3d6539621627d740da145b0945ac82,0.6367041198501873,0.6043422733077906,0.6019736842105263,0.6115107913669064,0.6640625,0.6870229007633588,0.575139744870573,0.9420849420849421,2,0.1586250394197414,2012,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,l2-a12,N,808f570bdb5ccd2b8cdc645cd50ec3e3760c720004e2f7ea6ba94022da9eb03a,0.6384615384615384,0.6044012282497441,0.6019736842105263,0.6287878787878788,0.6484375,0.689922480620155,0.5922821477122493,0.9343629343629344,2,0.15830968148848942,2008,0
