aspects,false_negative_rows_per_100_mean,false_positive_rows_per_100_mean,is_global_validation_selected,is_pareto_frontier,is_test_comparison,pair_micro_f1_mean,pair_samples_f1_mean,policy,policy_family,precision_mean,qwen_call_rate_mean,recall_mean,split
12,8.522548092084516,9.45285398927783,0,1,0,0.3649777885571169,0.05723746452223273,sentiment_margin_confirm_le_0.40,sentiment_margin,0.3976488169910821,0.005912961210974456,0.4407151111375089,validation
12,8.506780195521918,9.618416903185114,0,0,0,0.36365955904708513,0.057316304005045726,sentiment_margin_replace_le_0.40,sentiment_margin,0.3950890738296439,0.005912961210974456,0.4409623910583793,validation
12,8.546199936928414,9.421318196152633,0,0,0,0.3644999476897042,0.05715862503941974,sentiment_margin_confirm_le_0.50,sentiment_margin,0.3975509311160213,0.007095553453169348,0.4397257706751809,validation
12,8.506780195521918,9.618416903185114,0,0,0,0.36302051555089876,0.057316304005045726,sentiment_margin_replace_le_0.50,sentiment_margin,0.394555539636379,0.007095553453169348,0.44018086439488757,validation
12,8.546199936928414,9.429202144433932,0,0,0,0.3618828721003562,0.05660674865972879,score_above_confirm_le_0.01,above_threshold_confirm_only,0.3957523464432973,0.008830022075055188,0.4358339399002007,validation
12,8.546199936928414,9.429202144433932,0,0,0,0.3618828721003562,0.05660674865972879,score_abs_agreement_qwen_sentiment_le_0.01,symmetric_score_distance,0.3957523464432973,0.008830022075055188,0.4358339399002007,validation
12,8.25449385052034,10.012614317250078,0,0,0,0.36471655743058956,0.05944497004099653,score_below_rescue_le_0.01,below_threshold_rescue_only,0.3885560421882227,0.010879848628193,0.44950694575016703,validation
12,8.577735730053611,9.271523178807946,0,0,0,0.35895921558643074,0.05629139072847682,score_above_confirm_le_0.02,above_threshold_confirm_only,0.39661641675317966,0.015610217596972564,0.42785365224632255,validation
12,8.577735730053611,9.271523178807946,0,0,0,0.35895921558643074,0.05629139072847682,score_abs_agreement_qwen_sentiment_le_0.02,symmetric_score_distance,0.39661641675317966,0.015610217596972564,0.42785365224632255,validation
12,8.293913591926836,9.823399558498897,0,1,0,0.36519275965728837,0.05905077262693157,score_asym_rescue_le_0.01_veto_le_0.01,asymmetric_rescue_veto,0.3906655732490717,0.019709870703248186,0.4470623521404777,validation
12,8.293913591926836,9.823399558498897,0,0,0,0.3646804113009881,0.05905077262693157,score_abs_replace_le_0.01,symmetric_score_distance,0.3906294982129967,0.019709870703248186,0.4462082485610072,validation
12,8.293913591926836,9.823399558498897,0,0,0,0.3646804113009881,0.05905077262693157,score_asym_rescue_le_0.01_confirm_le_0.01,asymmetric_rescue_confirm,0.3906294982129967,0.019709870703248186,0.4462082485610072,validation
12,8.25449385052034,10.012614317250078,0,0,0,0.36421148788929825,0.05944497004099653,score_abs_qwen_nonempty_else_local_le_0.01,symmetric_score_distance,0.3885293897361971,0.019709870703248186,0.44865284217069656,validation
12,8.609271523178808,9.121728161463261,0,0,0,0.36043549582128614,0.05605487228003784,score_above_confirm_le_0.03,above_threshold_confirm_only,0.3991625359588283,0.02089246294544308,0.4269888158510166,validation
12,8.609271523178808,9.121728161463261,0,0,0,0.36043549582128614,0.05605487228003784,score_abs_agreement_qwen_sentiment_le_0.03,symmetric_score_distance,0.3991625359588283,0.02089246294544308,0.4269888158510166,validation
12,7.939135919268369,10.493535162409335,0,1,0,0.37344896715790543,0.06244087038789026,score_below_rescue_le_0.02,below_threshold_rescue_only,0.3870802666852773,0.023888363292336803,0.4689707265522164,validation
12,8.325449385052034,9.66572059287291,0,0,0,0.36254618432970687,0.05881425417849259,score_asym_rescue_le_0.01_veto_le_0.02,asymmetric_rescue_veto,0.3914595267725545,0.026490066225165563,0.43932934440746996,validation
12,8.325449385052034,9.66572059287291,0,0,0,0.3618798002371158,0.0587354146956796,score_asym_rescue_le_0.01_confirm_le_0.02,asymmetric_rescue_confirm,0.39131159491321327,0.026490066225165563,0.43822796090712907,validation
12,8.640807316304004,8.845789971617787,0,0,0,0.36954855969929584,0.05581835383159886,score_above_confirm_le_0.05,above_threshold_confirm_only,0.4123167057045774,0.03145695364238411,0.43190597099853595,validation
12,8.640807316304004,8.845789971617787,0,0,0,0.36954855969929584,0.05581835383159886,score_abs_agreement_qwen_sentiment_le_0.05,symmetric_score_distance,0.4123167057045774,0.03145695364238411,0.43190597099853595,validation
12,8.356985178177231,9.515925575528225,0,0,0,0.36373475506808983,0.058577735730053614,score_asym_rescue_le_0.01_veto_le_0.03,asymmetric_rescue_veto,0.393987924648089,0.03177231157363608,0.43797783535568,validation
12,8.356985178177231,9.515925575528225,0,0,0,0.3633143522047426,0.05849889624724062,score_asym_rescue_le_0.01_confirm_le_0.03,asymmetric_rescue_confirm,0.39366851913881695,0.03177231157363608,0.43736312451182313,validation
12,7.978555660674866,10.304320403658151,0,1,0,0.37394340115513597,0.06204667297382529,score_asym_rescue_le_0.02_veto_le_0.01,asymmetric_rescue_veto,0.3890036859357932,0.03271838536739199,0.46652613294252704,validation
12,7.978555660674866,10.304320403658151,0,0,0,0.3734378191915911,0.06204667297382529,score_asym_rescue_le_0.02_confirm_le_0.01,asymmetric_rescue_confirm,0.38891836699809157,0.03271838536739199,0.4656720293630566,validation
12,7.939135919268369,10.493535162409335,0,0,0,0.3727986082064984,0.06236203090507726,score_abs_qwen_nonempty_else_local_le_0.02,symmetric_score_distance,0.3868943230740836,0.03949858088930937,0.4678693430518755,validation
12,8.010091453800063,10.146641438032166,0,0,0,0.3715877689814706,0.06181015452538632,score_asym_rescue_le_0.02_veto_le_0.02,asymmetric_rescue_veto,0.38981193341324116,0.03949858088930937,0.4587931252095193,validation
12,8.010091453800063,10.146641438032166,0,0,0,0.3709298408875174,0.06173131504257332,score_abs_replace_le_0.02,symmetric_score_distance,0.3896165308119552,0.03949858088930937,0.4576917417091784,validation
12,8.010091453800063,10.146641438032166,0,0,0,0.3709298408875174,0.06173131504257332,score_asym_rescue_le_0.02_confirm_le_0.02,asymmetric_rescue_confirm,0.3896165308119552,0.03949858088930937,0.4576917417091784,validation
12,8.388520971302428,9.239987385682749,0,0,0,0.3721220719377135,0.05826237779880164,score_asym_rescue_le_0.01_confirm_le_0.05,asymmetric_rescue_confirm,0.4059224813560473,0.04233680227057711,0.44228027965934247,validation
12,8.388520971302428,9.239987385682749,0,0,0,0.36732551216656023,0.05826237779880164,score_asym_rescue_le_0.01_veto_le_0.05,asymmetric_rescue_veto,0.4018417901698032,0.04233680227057711,0.4364847340929429,validation
12,8.703878902554399,8.617155471460107,0,0,0,0.37158855263109597,0.05547671607274256,score_above_confirm_le_0.08,above_threshold_confirm_only,0.4180034277674481,0.043519394512771994,0.4300657870270783,validation
12,8.703878902554399,8.617155471460107,0,0,0,0.37158855263109597,0.05547671607274256,score_abs_agreement_qwen_sentiment_le_0.08,symmetric_score_distance,0.4180034277674481,0.043519394512771994,0.4300657870270783,validation
12,8.04162724692526,9.996846420687481,0,0,0,0.37273464647603144,0.06157363607694734,score_asym_rescue_le_0.02_veto_le_0.03,asymmetric_rescue_veto,0.3921341078449344,0.04478082623777988,0.4574416161577294,validation
12,8.04162724692526,9.996846420687481,0,0,0,0.3723099303757469,0.06149479659413434,score_asym_rescue_le_0.02_confirm_le_0.03,asymmetric_rescue_confirm,0.39180782118319707,0.04478082623777988,0.4568269053138725,validation
12,7.28476821192053,11.274046042257963,0,1,0,0.3821316943473839,0.06882686849574267,score_below_rescue_le_0.03,below_threshold_rescue_only,0.37977225095725287,0.0466729738252917,0.4919912814957233,validation
12,8.719646799116997,8.47524440239672,0,0,0,0.37587284119943976,0.05547671607274256,score_above_confirm_le_0.10,above_threshold_confirm_only,0.4256974150619739,0.05187637969094923,0.4273430456463715,validation
12,8.719646799116997,8.47524440239672,0,0,0,0.37587284119943976,0.05547671607274256,score_abs_agreement_qwen_sentiment_le_0.10,symmetric_score_distance,0.4256974150619739,0.05187637969094923,0.4273430456463715,validation
12,8.451592557552823,9.01135288552507,0,0,0,0.3740527497983632,0.05792074003994534,score_asym_rescue_le_0.01_confirm_le_0.08,asymmetric_rescue_confirm,0.4109441977584466,0.054399243140964997,0.44044009568788484,validation
12,8.451592557552823,9.01135288552507,0,0,0,0.36763339395614586,0.0576316619362977,score_asym_rescue_le_0.01_veto_le_0.08,asymmetric_rescue_veto,0.40519213501714124,0.054399243140964997,0.4328667050790273,validation
12,8.073163040050458,9.720908230842007,0,0,0,0.3807733194078256,0.061258278145695365,score_asym_rescue_le_0.02_confirm_le_0.05,asymmetric_rescue_confirm,0.40308174088721205,0.05534531693472091,0.4617440604613918,validation
12,8.073163040050458,9.720908230842007,0,0,0,0.3762889505788539,0.061258278145695365,score_asym_rescue_le_0.02_veto_le_0.05,asymmetric_rescue_veto,0.399429271062989,0.05534531693472091,0.45594851489499233,validation
12,7.324187953327026,11.08483128350678,0,1,0,0.3826728426690941,0.0684326710816777,score_asym_rescue_le_0.03_veto_le_0.01,asymmetric_rescue_veto,0.3814779294627457,0.055502995900346894,0.48954668788603395,validation
12,7.324187953327026,11.08483128350678,0,0,0,0.3821679129606246,0.0684326710816777,score_asym_rescue_le_0.03_confirm_le_0.01,asymmetric_rescue_confirm,0.38130150661245815,0.055502995900346894,0.48869258430656354,validation
12,7.355723746452224,10.927152317880795,0,0,0,0.38046012176561606,0.06819615263323872,score_asym_rescue_le_0.03_veto_le_0.02,asymmetric_rescue_veto,0.3820688276376706,0.062283191422264274,0.4818136801530262,validation
12,7.355723746452224,10.927152317880795,0,0,0,0.3798044988684786,0.06811731315042573,score_asym_rescue_le_0.03_confirm_le_0.02,asymmetric_rescue_confirm,0.38178403894429674,0.062283191422264274,0.4807122966526854,validation
12,8.46736045411542,8.869441816461684,0,0,0,0.3781081946536318,0.05792074003994534,score_asym_rescue_le_0.01_confirm_le_0.10,asymmetric_rescue_confirm,0.4178754044810313,0.06275622831914222,0.43771735430717795,validation
12,8.46736045411542,8.869441816461684,0,0,0,0.3702184948321454,0.057552822453484705,score_asym_rescue_le_0.01_veto_le_0.10,asymmetric_rescue_veto,0.4104710840495359,0.06275622831914222,0.4290788262911485,validation
12,8.136234626300851,9.492273730684326,0,0,0,0.38257955361186363,0.06091664038683906,score_asym_rescue_le_0.02_confirm_le_0.08,asymmetric_rescue_confirm,0.4074891476668486,0.0674077578051088,0.4599038764899342,validation
12,8.136234626300851,9.492273730684326,0,0,0,0.37654631496209057,0.060627562283191425,score_asym_rescue_le_0.02_veto_le_0.08,asymmetric_rescue_veto,0.40235013773042483,0.0674077578051088,0.4523304858810767,validation
12,7.28476821192053,11.274046042257963,0,0,0,0.3816659455927534,0.06874802901292967,score_abs_qwen_nonempty_else_local_le_0.03,symmetric_score_distance,0.37939855206683726,0.06756543677073479,0.4913765706518664,validation
12,7.38725953957742,10.777357300536108,0,0,0,0.3815947756153675,0.06795963418479975,score_asym_rescue_le_0.03_veto_le_0.03,asymmetric_rescue_veto,0.3841715809375451,0.06756543677073479,0.4804621711012363,validation
12,7.38725953957742,10.777357300536108,0,0,0,0.381161838248228,0.06788079470198675,score_abs_replace_le_0.03,symmetric_score_distance,0.3838345846341765,0.06756543677073479,0.4798474602573794,validation
12,7.38725953957742,10.777357300536108,0,0,0,0.381161838248228,0.06788079470198675,score_asym_rescue_le_0.03_confirm_le_0.03,asymmetric_rescue_confirm,0.3838345846341765,0.06756543677073479,0.4798474602573794,validation
12,8.774834437086094,8.199306212551246,0,0,0,0.3778393579633661,0.055082518658677596,score_above_confirm_le_0.15,above_threshold_confirm_only,0.43239365143269853,0.06803847366761274,0.4253241800034028,validation
12,8.774834437086094,8.199306212551246,0,0,0,0.3778393579633661,0.055082518658677596,score_abs_agreement_qwen_sentiment_le_0.15,symmetric_score_distance,0.43239365143269853,0.06803847366761274,0.4253241800034028,validation
12,8.15200252286345,9.35036266162094,0,1,0,0.38663472146393946,0.06091664038683906,score_asym_rescue_le_0.02_confirm_le_0.10,asymmetric_rescue_confirm,0.413946972080605,0.07576474298328603,0.4571811351092273,validation
12,8.15200252286345,9.35036266162094,0,0,0,0.37920398957622364,0.06054872280037843,score_asym_rescue_le_0.02_veto_le_0.10,asymmetric_rescue_veto,0.40731080482263815,0.07576474298328603,0.44854260709319793,validation
12,7.418795332702618,10.501419110690634,0,1,0,0.389214613397632,0.06764427625354777,score_asym_rescue_le_0.03_confirm_le_0.05,asymmetric_rescue_confirm,0.3939909461511365,0.07812992746767582,0.48476461540489874,validation
12,7.418795332702618,10.501419110690634,0,0,0,0.3850127581188257,0.06764427625354778,score_asym_rescue_le_0.03_veto_le_0.05,asymmetric_rescue_veto,0.39069844183077607,0.07812992746767582,0.47896906983849924,validation
12,8.522548092084516,8.59350362661621,0,0,0,0.3800233111443223,0.05752654262588037,score_asym_rescue_le_0.01_confirm_le_0.15,asymmetric_rescue_confirm,0.42422798979549675,0.07891832229580574,0.4356984886642093,validation
12,8.522548092084516,8.59350362661621,0,0,0,0.3713918100166877,0.05700094607379375,score_asym_rescue_le_0.01_veto_le_0.15,asymmetric_rescue_veto,0.4165179200084257,0.07891832229580574,0.426089062144664,validation
12,8.79060233364869,7.9470198675496695,0,0,0,0.38237669051486783,0.05516135814149059,score_above_confirm_le_0.20,above_threshold_confirm_only,0.4413642099407504,0.08222958057395144,0.42598555566477847,validation
12,8.79060233364869,7.9470198675496695,0,0,0,0.38237669051486783,0.05516135814149059,score_abs_agreement_qwen_sentiment_le_0.20,symmetric_score_distance,0.4413642099407504,0.08222958057395144,0.42598555566477847,validation
12,7.481866918953012,10.272784610532955,0,1,0,0.3909236359027091,0.06730263849469148,score_asym_rescue_le_0.03_confirm_le_0.08,asymmetric_rescue_confirm,0.3977577201269412,0.0901923683380637,0.48292443143344116,validation
12,7.481866918953012,10.272784610532955,0,0,0,0.38527599732893886,0.06701356039104384,score_asym_rescue_le_0.03_veto_le_0.08,asymmetric_rescue_veto,0.3931948324467511,0.0901923683380637,0.4753510408245836,validation
12,8.207190160832544,9.074424471775465,0,0,0,0.38851597413349576,0.06052244297277409,score_asym_rescue_le_0.02_confirm_le_0.15,asymmetric_rescue_confirm,0.41999103444136576,0.09192683695994955,0.45516226946625865,validation
12,8.207190160832544,9.074424471775465,0,0,0,0.3803481962927867,0.05999684642068748,score_asym_rescue_le_0.02_veto_le_0.15,asymmetric_rescue_veto,0.41299020367377254,0.09192683695994955,0.44555284294671343,validation
12,8.538315988647115,8.341217281614632,0,0,0,0.384403440364515,0.05760538210869336,score_asym_rescue_le_0.01_confirm_le_0.20,asymmetric_rescue_confirm,0.43245310110311924,0.09310942920214443,0.43635986432558493,validation
12,8.538315988647115,8.341217281614632,0,0,0,0.37493141163789223,0.05692210659098076,score_asym_rescue_le_0.01_veto_le_0.20,asymmetric_rescue_veto,0.42393423890898135,0.09310942920214443,0.42584178222379365,validation
12,8.837906023336487,7.6789656259854935,0,0,0,0.38449400894881897,0.05484600021023862,score_above_confirm_le_0.30,above_threshold_confirm_only,0.4508846923364228,0.09713024282560706,0.41980665284775204,validation
12,8.837906023336487,7.6789656259854935,0,0,0,0.38449400894881897,0.05484600021023862,score_abs_agreement_qwen_sentiment_le_0.30,symmetric_score_distance,0.4508846923364228,0.09713024282560706,0.41980665284775204,validation
12,7.49763481551561,10.130873541469569,0,1,0,0.39469343257246353,0.06730263849469148,score_asym_rescue_le_0.03_confirm_le_0.10,asymmetric_rescue_confirm,0.40336590204990785,0.09854935351624093,0.4802016900527342,validation
12,7.49763481551561,10.130873541469569,0,0,0,0.3877205104721529,0.06693472090823084,score_asym_rescue_le_0.03_veto_le_0.10,asymmetric_rescue_veto,0.3974394124373869,0.09854935351624093,0.47156316203670484,validation
12,8.222958057395143,8.822138126773888,0,0,0,0.3927546596875269,0.06060128245558709,score_asym_rescue_le_0.02_confirm_le_0.20,asymmetric_rescue_confirm,0.42764306982630185,0.10611794386628824,0.45582364512763435,validation
12,8.222958057395143,8.822138126773888,0,0,0,0.3837819823972786,0.05991800693787448,score_asym_rescue_le_0.02_veto_le_0.20,asymmetric_rescue_veto,0.41989918722937497,0.10611794386628824,0.445305563025843,validation
12,8.58561967833491,8.073163040050458,0,0,0,0.38641738163183437,0.0572900241774414,score_asym_rescue_le_0.01_confirm_le_0.30,asymmetric_rescue_confirm,0.4409914524838787,0.10801009145380006,0.4301809615085585,validation
12,8.58561967833491,8.073163040050458,0,0,0,0.37635035351320756,0.05644906969410281,score_asym_rescue_le_0.01_veto_le_0.30,asymmetric_rescue_veto,0.4312428652620295,0.10801009145380006,0.4192803626030393,validation
12,7.552822453484705,9.854935351624093,0,1,0,0.3965850580541948,0.0669084410806265,score_asym_rescue_le_0.03_confirm_le_0.15,asymmetric_rescue_confirm,0.40916101375318487,0.11471144749290445,0.47818282440976556,validation
12,7.552822453484705,9.854935351624093,0,0,0,0.38886867182329593,0.06638284452853989,score_asym_rescue_le_0.03_veto_le_0.15,asymmetric_rescue_veto,0.402754555176442,0.11471144749290445,0.46857339789022034,validation
12,8.27026174708294,8.554083885209712,0,0,0,0.39477824660556016,0.06028592452433512,score_asym_rescue_le_0.02_confirm_le_0.30,asymmetric_rescue_confirm,0.43576392234531264,0.12101860611794386,0.4496447423106079,validation
12,8.27026174708294,8.554083885209712,0,0,0,0.38524159180622763,0.05944497004099653,score_asym_rescue_le_0.02_veto_le_0.30,asymmetric_rescue_veto,0.42698906688965094,0.12101860611794386,0.43874414340508866,validation
12,7.5685903500473035,9.602649006622517,0,1,0,0.40067052745355514,0.0669872805634395,score_asym_rescue_le_0.03_confirm_le_0.20,asymmetric_rescue_confirm,0.4161666998257239,0.12890255439924314,0.47884420007114126,validation
12,7.5685903500473035,9.602649006622517,0,0,0,0.39219470139333684,0.0663040050457269,score_asym_rescue_le_0.03_veto_le_0.20,asymmetric_rescue_veto,0.40909285248984256,0.12890255439924314,0.4683261179693499,validation
12,7.6158940397351,9.334594765058341,0,1,0,0.40264567726564526,0.06667192263218753,score_asym_rescue_le_0.03_confirm_le_0.30,asymmetric_rescue_confirm,0.42338182138488994,0.14380321665089876,0.4726652972541148,validation
12,7.6158940397351,9.334594765058341,0,0,0,0.39365992680738543,0.06583096814884894,score_asym_rescue_le_0.03_veto_le_0.30,asymmetric_rescue_veto,0.41554209317763563,0.14380321665089876,0.46176469834859557,validation
12,8.964049195837276,6.559444970040997,0,0,1,0.384892423705036,0.05326921055397876,aspect_agreement_qwen_sentiment,prediction_combination,0.46669118625793743,0.1566540523494166,0.40169711521693785,validation
12,9.24787133396405,5.976032797224851,0,0,0,0.3829704799003052,0.05166614107011458,pair_agreement,prediction_combination,0.47831103149452925,0.1566540523494166,0.3868694867848786,validation
12,8.964049195837276,6.559444970040997,0,0,0,0.37758233624326226,0.05290129296751813,aspect_agreement_local_sentiment,prediction_combination,0.45948946216040776,0.1566540523494166,0.39470381739234056,validation
12,3.705455692210659,17.18700725323242,0,1,0,0.4026904211245706,0.10314832334699885,score_below_rescue_le_0.05,below_threshold_rescue_only,0.341714653144695,0.1891359192683696,0.5852603906780177,validation
12,3.7448754336171555,16.997792494481235,0,1,0,0.40329853360517043,0.10275412593293388,score_asym_rescue_le_0.05_veto_le_0.01,asymmetric_rescue_veto,0.3430943498780291,0.1979659413434248,0.5828157970683283,validation
12,3.7448754336171555,16.997792494481235,0,0,0,0.40271608559281585,0.10275412593293388,score_asym_rescue_le_0.05_confirm_le_0.01,asymmetric_rescue_confirm,0.34265295068307644,0.1979659413434248,0.5819616934888578,validation
12,3.7764112267423524,16.84011352885525,0,0,0,0.40126580771846776,0.1025176074844949,score_asym_rescue_le_0.05_veto_le_0.02,asymmetric_rescue_veto,0.3433849276367777,0.20474613686534215,0.5750827893353206,validation
12,3.7764112267423524,16.84011352885525,0,0,0,0.40053586708074446,0.10243876800168192,score_asym_rescue_le_0.05_confirm_le_0.02,asymmetric_rescue_confirm,0.34283844227116506,0.20474613686534215,0.5739814058349797,validation
12,3.80794701986755,16.690318511510565,0,0,0,0.40245694933906834,0.10228108903605593,score_asym_rescue_le_0.05_veto_le_0.03,asymmetric_rescue_veto,0.3450698269504522,0.21002838221381268,0.5737312802835307,validation
12,3.80794701986755,16.690318511510565,0,0,0,0.4020299120011242,0.10220224955324293,score_asym_rescue_le_0.05_confirm_le_0.03,asymmetric_rescue_confirm,0.3447410578517628,0.21002838221381268,0.5731165694396738,validation
12,3.8394828129927467,16.41438032166509,0,1,1,0.4095491768074286,0.10196573110480395,score_abs_replace_le_0.05,symmetric_score_distance,0.352938940998614,0.22059287291075372,0.5780337245871932,validation
12,3.8394828129927467,16.41438032166509,0,1,0,0.4095491768074286,0.10196573110480395,score_asym_rescue_le_0.05_confirm_le_0.05,asymmetric_rescue_confirm,0.352938940998614,0.22059287291075372,0.5780337245871932,validation
12,3.705455692210659,17.18700725323242,0,0,0,0.406204212117299,0.10314832334699885,score_abs_qwen_nonempty_else_local_le_0.05,symmetric_score_distance,0.3442314113203133,0.22059287291075372,0.5910559362444172,validation
12,3.8394828129927467,16.41438032166509,0,0,0,0.4058060468876392,0.10196573110480395,score_asym_rescue_le_0.05_veto_le_0.05,asymmetric_rescue_veto,0.3501779758353911,0.22059287291075372,0.5722381790207937,validation
12,3.902554399243141,16.18574582150741,0,1,0,0.411249384871482,0.10162409334594766,score_asym_rescue_le_0.05_confirm_le_0.08,asymmetric_rescue_confirm,0.3556264830713064,0.2326553137811416,0.5761935406157355,validation
12,3.902554399243141,16.18574582150741,0,0,0,0.4062524359948064,0.10133501524230001,score_asym_rescue_le_0.05_veto_le_0.08,asymmetric_rescue_veto,0.3518942272873114,0.2326553137811416,0.568620150006878,validation
12,3.4768211920529803,18.298643960895618,0,0,0,0.39537842052847894,0.10527698938294965,score_below_rescue_le_0.08,below_threshold_rescue_only,0.3296158771677814,0.2378587196467991,0.5986929146013547,validation
12,3.9183222958057393,16.043834752444024,0,1,0,0.4145389672161303,0.10162409334594766,score_asym_rescue_le_0.05_confirm_le_0.10,asymmetric_rescue_confirm,0.3599416962864353,0.24101229895931883,0.5734707992350286,validation
12,3.9183222958057393,16.043834752444024,0,0,0,0.40834435686757026,0.10125617575948702,score_asym_rescue_le_0.05_veto_le_0.10,asymmetric_rescue_veto,0.3550641711966621,0.24101229895931883,0.5648322712189993,validation
12,3.5162409334594766,18.109429202144433,0,0,0,0.39579556157005824,0.10488279196888468,score_asym_rescue_le_0.08_veto_le_0.01,asymmetric_rescue_veto,0.3306143615966857,0.24668874172185432,0.5962483209916652,validation
12,3.5162409334594766,18.109429202144433,0,0,0,0.3953214995356549,0.10488279196888468,score_asym_rescue_le_0.08_confirm_le_0.01,asymmetric_rescue_confirm,0.33029027428375085,0.24668874172185432,0.5953942174121948,validation
12,3.5477767265846736,17.95175023651845,0,0,0,0.39382092472714375,0.10464627352044571,score_asym_rescue_le_0.08_veto_le_0.02,asymmetric_rescue_veto,0.33069748218066564,0.2534689372437717,0.5885153132586576,validation
12,3.5477767265846736,17.95175023651845,0,0,0,0.3932045341985759,0.10456743403763272,score_asym_rescue_le_0.08_confirm_le_0.02,asymmetric_rescue_confirm,0.33027347480378194,0.2534689372437717,0.5874139297583166,validation
12,3.9735099337748343,15.76789656259855,0,1,0,0.41673515579518305,0.10122989593188268,score_asym_rescue_le_0.05_confirm_le_0.15,asymmetric_rescue_confirm,0.365534550730531,0.2571743929359823,0.5714519335920599,validation
12,3.9735099337748343,15.76789656259855,0,0,0,0.40971870088513,0.10070429937979607,score_asym_rescue_le_0.05_veto_le_0.15,asymmetric_rescue_veto,0.35990799240998955,0.2571743929359823,0.5618425070725147,validation
12,3.5793125197098705,17.801955219173763,0,0,0,0.3947099347059281,0.10440975507200673,score_asym_rescue_le_0.08_veto_le_0.03,asymmetric_rescue_veto,0.33185998900936264,0.25875118259224217,0.5871638042068676,validation
12,3.5793125197098705,17.801955219173763,0,0,0,0.39435475642712214,0.10433091558919373,score_asym_rescue_le_0.08_confirm_le_0.03,asymmetric_rescue_confirm,0.33161033532251816,0.25875118259224217,0.5865490933630108,validation
12,3.3112582781456954,19.039735099337747,0,0,0,0.39690606803084594,0.1069326185220225,score_below_rescue_le_0.10,below_threshold_rescue_only,0.32792025348545945,0.26521602018290763,0.6170126514973417,validation
12,3.610848312835068,17.526017029328287,0,0,0,0.4010029457685159,0.10409439714075475,score_asym_rescue_le_0.08_confirm_le_0.05,asymmetric_rescue_confirm,0.33838214257183147,0.2693156732891832,0.5914662485105301,validation
